id	name	category	address	detail_address	zip_code	sigungu_code	latitude	longitude	phone	user_id	owner_name	business_number	favorites	status	created_at	updated_at
40	79네수육국밥과철판 청당점	KOREAN	충청남도 천안시 동남구 청수4로 16	NULL	00000	44131	36.78327896	127.1528823	00000000	1	관리자	0000000040	0	OPEN	2026-05-31 10:28:25.049382	2026-05-31 10:28:25.049382
41	79네수육국밥앤철판 신방점	KOREAN	충청남도 천안시 동남구 수곡로 69	NULL	00000	44131	36.78859762	127.1272555	00000000	1	관리자	0000000041	0	OPEN	2026-05-31 10:28:25.089647	2026-05-31 10:28:25.089647
42	79네수육국밥앤철판 두정점	KOREAN	충청남도 천안시 서북구 원두정6길 3	NULL	00000	44133	36.83169198	127.1335885	00000000	1	관리자	0000000042	0	OPEN	2026-05-31 10:28:25.127974	2026-05-31 10:28:25.127974
43	7프로감성육	KOREAN	충청남도 천안시 동남구 수곡1길 12-8	NULL	00000	44131	36.78931359	127.1275524	00000000	1	관리자	0000000043	0	OPEN	2026-05-31 10:28:25.167205	2026-05-31 10:28:25.167205
44	8889	KOREAN	충청남도 천안시 서북구 불당32길 28-1	NULL	00000	44133	36.80915246	127.1053281	00000000	1	관리자	0000000044	0	OPEN	2026-05-31 10:28:25.203149	2026-05-31 10:28:25.203149
45	8889	KOREAN	충청남도 천안시 서북구 불당31길 46	NULL	00000	44133	36.81058346	127.1046257	00000000	1	관리자	0000000045	0	OPEN	2026-05-31 10:28:25.238030	2026-05-31 10:28:25.238030
46	88부대찌개	KOREAN	충청남도 천안시 동남구 신부11길 17	NULL	00000	44131	36.81791407	127.1606155	00000000	1	관리자	0000000046	0	OPEN	2026-05-31 10:28:25.277659	2026-05-31 10:28:25.277659
47	88수육국밥	KOREAN	충청남도 천안시 동남구 성황로 126	NULL	00000	44131	36.81145398	127.1628358	00000000	1	관리자	0000000047	0	OPEN	2026-05-31 10:28:25.314033	2026-05-31 10:28:25.314033
48	88포장마차 천안신불당점	KOREAN	충청남도 천안시 서북구 불당22대로 92	NULL	00000	44133	36.81534771	127.1087159	00000000	1	관리자	0000000048	0	OPEN	2026-05-31 10:28:25.355256	2026-05-31 10:28:25.355256
49	88푸드	KOREAN	충청남도 천안시 서북구 오성로 103	NULL	00000	44133	36.83043491	127.139018	00000000	1	관리자	0000000049	0	OPEN	2026-05-31 10:28:25.400770	2026-05-31 10:28:25.400770
50	8도스트리트	KOREAN	충청남도 천안시 서북구 성정공원1길 14-3	NULL	00000	44133	36.82698389	127.1395388	00000000	1	관리자	0000000050	0	OPEN	2026-05-31 10:28:25.442490	2026-05-31 10:28:25.442490
51	989소곱창 본점	KOREAN	충청남도 천안시 서북구 두정역서2길 6	NULL	00000	44133	36.83564516	127.1479654	00000000	1	관리자	0000000051	0	OPEN	2026-05-31 10:28:25.487875	2026-05-31 10:28:25.487875
52	DC365	KOREAN	충청남도 천안시 동남구 삼방로 144	NULL	00000	44131	36.78082313	127.233666	00000000	1	관리자	0000000052	0	OPEN	2026-05-31 10:28:25.541658	2026-05-31 10:28:25.541658
53	MR송테이블	KOREAN	충청남도 천안시 동남구 터미널3길 28	NULL	00000	44131	36.8216748	127.1588523	00000000	1	관리자	0000000053	0	OPEN	2026-05-31 10:28:25.578172	2026-05-31 10:28:25.578172
54	OK장어	KOREAN	충청남도 천안시 서북구 선영10길 7-3	NULL	00000	44133	36.81767287	127.1431978	00000000	1	관리자	0000000054	0	OPEN	2026-05-31 10:28:25.614900	2026-05-31 10:28:25.614900
55	가던집	KOREAN	충청남도 천안시 서북구 원두정8길 31	NULL	00000	44133	36.83263677	127.1368979	00000000	1	관리자	0000000055	0	OPEN	2026-05-31 10:28:25.650246	2026-05-31 10:28:25.650246
56	가든플레이스	KOREAN	충청남도 천안시 동남구 수신로 576	NULL	00000	44131	36.73915279	127.2867611	00000000	1	관리자	0000000056	0	OPEN	2026-05-31 10:28:25.692931	2026-05-31 10:28:25.692931
57	가락동리어커포차	KOREAN	충청남도 천안시 서북구 성정두정로 19	NULL	00000	44133	36.82723397	127.1407662	00000000	1	관리자	0000000057	0	OPEN	2026-05-31 10:28:25.724325	2026-05-31 10:28:25.724325
58	가람회관	KOREAN	충청남도 천안시 서북구 미라11길 23	NULL	00000	44133	36.80452909	127.1303167	00000000	1	관리자	0000000058	0	OPEN	2026-05-31 10:28:25.762986	2026-05-31 10:28:25.762986
59	가마솥곰탕	KOREAN	충청남도 천안시 동남구 터미널5길 5	NULL	00000	44131	36.82039944	127.1594607	00000000	1	관리자	0000000059	0	OPEN	2026-05-31 10:28:25.801121	2026-05-31 10:28:25.801121
60	가마솥삼계탕	KOREAN	충청남도 천안시 서북구 불당2길 22	NULL	00000	44133	36.80353284	127.107409	00000000	1	관리자	0000000060	0	OPEN	2026-05-31 10:28:25.839649	2026-05-31 10:28:25.839649
61	가마솥십팔족	KOREAN	충청남도 천안시 동남구 개목4길 12	NULL	00000	44131	36.81508234	127.1329236	00000000	1	관리자	0000000061	0	OPEN	2026-05-31 10:28:25.877221	2026-05-31 10:28:25.877221
62	가마솥쌈밥	KOREAN	충청남도 천안시 서북구 차돌들길 7-3	NULL	00000	44133	36.79727003	127.1292488	00000000	1	관리자	0000000062	0	OPEN	2026-05-31 10:28:25.916920	2026-05-31 10:28:25.916920
63	가마솥찐곰탕	KOREAN	충청남도 천안시 서북구 성거길 169	NULL	00000	44133	36.87994536	127.2051816	00000000	1	관리자	0000000063	0	OPEN	2026-05-31 10:28:25.957888	2026-05-31 10:28:25.957888
64	가마솥흑염소	KOREAN	충청남도 천안시 동남구 수신로 722	NULL	00000	44131	36.75260791	127.2940242	00000000	1	관리자	0000000064	0	OPEN	2026-05-31 10:28:25.998682	2026-05-31 10:28:25.998682
65	가마실들깨칼국수랑수제비	KOREAN	충청남도 천안시 동남구 원거리11길 42	NULL	00000	44131	36.80103796	127.1576257	00000000	1	관리자	0000000065	0	OPEN	2026-05-31 10:28:26.040181	2026-05-31 10:28:26.040181
66	가마쏙반계탕	KOREAN	충청남도 천안시 서북구 신덕4길 10	NULL	00000	44133	36.90341954	127.2201661	00000000	1	관리자	0000000066	0	OPEN	2026-05-31 10:28:26.081083	2026-05-31 10:28:26.081083
67	가마집설렁탕	KOREAN	충청남도 천안시 서북구 불당3길 19	NULL	00000	44133	36.80291229	127.1083156	00000000	1	관리자	0000000067	0	OPEN	2026-05-31 10:28:26.126720	2026-05-31 10:28:26.126720
68	가마치통닭	KOREAN	충청남도 천안시 서북구 부성7길 3	NULL	00000	44133	36.83722891	127.1342219	00000000	1	관리자	0000000068	0	OPEN	2026-05-31 10:28:26.169011	2026-05-31 10:28:26.169011
69	가볍게먹는곳	KOREAN	충청남도 천안시 서북구 미라8길 17	NULL	00000	44133	36.80329471	127.1294197	00000000	1	관리자	0000000069	0	OPEN	2026-05-31 10:28:26.207716	2026-05-31 10:28:26.207716
70	가볍게먹는집	KOREAN	충청남도 천안시 서북구 쌍용15길 72	NULL	00000	44133	36.79640608	127.1248854	00000000	1	관리자	0000000070	0	OPEN	2026-05-31 10:28:26.246837	2026-05-31 10:28:26.246837
71	가보자반찬	KOREAN	충청남도 천안시 서북구 쌍용대로 289-11	NULL	00000	44133	36.82319244	127.1352316	00000000	1	관리자	0000000071	0	OPEN	2026-05-31 10:28:26.288869	2026-05-31 10:28:26.288869
72	가보자쌈밥	KOREAN	충청남도 천안시 동남구 수신로 740	NULL	00000	44131	36.75389686	127.2952318	00000000	1	관리자	0000000072	0	OPEN	2026-05-31 10:28:26.334974	2026-05-31 10:28:26.334974
73	가보자칼국수	KOREAN	충청남도 천안시 서북구 성정11길 24	NULL	00000	44133	36.81512047	127.1372423	00000000	1	관리자	0000000073	0	OPEN	2026-05-31 10:28:26.385302	2026-05-31 10:28:26.385302
74	가야밀면	KOREAN	충청남도 천안시 동남구 상사길 16-2	NULL	00000	44131	36.67264774	127.0452343	00000000	1	관리자	0000000074	0	OPEN	2026-05-31 10:28:26.439749	2026-05-31 10:28:26.439749
75	가야밥상	KOREAN	충청남도 천안시 서북구 불당32길 36	NULL	00000	44133	36.80934969	127.1042397	00000000	1	관리자	0000000075	0	OPEN	2026-05-31 10:28:26.494564	2026-05-31 10:28:26.494564
76	가야부대볶음	KOREAN	충청남도 천안시 동남구 충절로 1771	NULL	00000	44131	36.76262072	127.3014497	00000000	1	관리자	0000000076	0	OPEN	2026-05-31 10:28:26.533546	2026-05-31 10:28:26.533546
77	가야숯불갈비	KOREAN	충청남도 천안시 서북구 두정상가8길 16	NULL	00000	44133	36.83227191	127.1395797	00000000	1	관리자	0000000077	0	OPEN	2026-05-31 10:28:26.576374	2026-05-31 10:28:26.576374
78	가야시골밥상	KOREAN	충청남도 천안시 서북구 미라10길 14	NULL	00000	44133	36.80394701	127.1295637	00000000	1	관리자	0000000078	0	OPEN	2026-05-31 10:28:26.606500	2026-05-31 10:28:26.606500
79	가야족발보쌈	KOREAN	충청남도 천안시 동남구 풍세로 920	NULL	00000	44131	36.79011468	127.1486321	00000000	1	관리자	0000000079	0	OPEN	2026-05-31 10:28:26.644318	2026-05-31 10:28:26.644318
80	가장맛있는족발 천안구성점	KOREAN	충청남도 천안시 동남구 청수3길 2	NULL	00000	44131	36.79629388	127.1525245	00000000	1	관리자	0000000080	0	OPEN	2026-05-31 10:28:26.689375	2026-05-31 10:28:26.689375
81	가장맛있는족발 불당점	KOREAN	충청남도 천안시 서북구 검은들1길 20	NULL	00000	44133	36.81139674	127.1101619	00000000	1	관리자	0000000081	0	OPEN	2026-05-31 10:28:26.731360	2026-05-31 10:28:26.731360
82	가장맛있는족발 천안신방점	KOREAN	충청남도 천안시 동남구 수곡로 67	NULL	00000	44131	36.78876926	127.1269697	00000000	1	관리자	0000000082	0	OPEN	2026-05-31 10:28:26.772675	2026-05-31 10:28:26.772675
83	가장맛있는족발 천안두정점	KOREAN	충청남도 천안시 서북구 원두정8길 8	NULL	00000	44133	36.83245416	127.1341709	00000000	1	관리자	0000000083	0	OPEN	2026-05-31 10:28:26.806035	2026-05-31 10:28:26.806035
84	가장맛있는족발	KOREAN	충청남도 천안시 서북구 도원8길 38	NULL	00000	44133	36.82068024	127.1357897	00000000	1	관리자	0000000084	0	OPEN	2026-05-31 10:28:26.848698	2026-05-31 10:28:26.848698
85	가장맛있는족발 성성지구점	KOREAN	충청남도 천안시 서북구 성성5로 125	NULL	00000	44133	36.84408838	127.135798	00000000	1	관리자	0000000085	0	OPEN	2026-05-31 10:28:26.884222	2026-05-31 10:28:26.884222
86	가장맛있는족발 천안성환점	KOREAN	충청남도 천안시 서북구 신선동길 22	NULL	00000	44133	36.91289664	127.1301707	00000000	1	관리자	0000000086	0	OPEN	2026-05-31 10:28:26.921433	2026-05-31 10:28:26.921433
87	가장맛있는족발 천안차암점	KOREAN	충청남도 천안시 서북구 밤개울1길 21	NULL	00000	44133	36.83953062	127.1023279	00000000	1	관리자	0000000087	0	OPEN	2026-05-31 10:28:26.987187	2026-05-31 10:28:26.987187
88	가장맛있는족발 천안신부점	KOREAN	충청남도 천안시 동남구 터미널8길 17	NULL	00000	44131	36.82203172	127.159017	00000000	1	관리자	0000000088	0	OPEN	2026-05-31 10:28:27.030119	2026-05-31 10:28:27.030119
89	가장맛있는족발 천안쌍용점	KOREAN	충청남도 천안시 서북구 미라11길 19	NULL	00000	44133	36.80460096	127.1299189	00000000	1	관리자	0000000089	0	OPEN	2026-05-31 10:28:27.070808	2026-05-31 10:28:27.070808
90	가장맛있는족발 천안목천점	KOREAN	충청남도 천안시 동남구 충절로 880	NULL	00000	44131	36.77227482	127.2085596	00000000	1	관리자	0000000090	0	OPEN	2026-05-31 10:28:27.113478	2026-05-31 10:28:27.113478
91	가장맛있는족발 천안청수점	KOREAN	충청남도 천안시 동남구 청수6로 35-10	NULL	00000	44131	36.78426687	127.1584845	00000000	1	관리자	0000000091	0	OPEN	2026-05-31 10:28:27.151775	2026-05-31 10:28:27.151775
92	가장맛있는족발	KOREAN	충청남도 천안시 서북구 밤개울2길 1-17	NULL	00000	44133	36.83967694	127.1028722	00000000	1	관리자	0000000092	0	OPEN	2026-05-31 10:28:27.185854	2026-05-31 10:28:27.185854
93	가장맛있는족발족과의동침	KOREAN	충청남도 천안시 동남구 청수7로 9-5	NULL	00000	44131	36.78330609	127.1603144	00000000	1	관리자	0000000093	0	OPEN	2026-05-31 10:28:27.231695	2026-05-31 10:28:27.231695
94	가정식백반	KOREAN	충청남도 천안시 동남구 원성2교길 33	NULL	00000	44131	36.80366739	127.1562616	00000000	1	관리자	0000000094	0	OPEN	2026-05-31 10:28:27.280027	2026-05-31 10:28:27.280027
95	가정식백반	KOREAN	충청남도 천안시 서북구 도림길 15	NULL	00000	44133	36.914394	127.2442304	00000000	1	관리자	0000000095	0	OPEN	2026-05-31 10:28:27.329930	2026-05-31 10:28:27.329930
96	가정식백반	KOREAN	충청남도 천안시 서북구 상덕로 185	NULL	00000	44133	36.88308666	127.123677	00000000	1	관리자	0000000096	0	OPEN	2026-05-31 10:28:27.373378	2026-05-31 10:28:27.373378
97	간월도	KOREAN	충청남도 천안시 서북구 불당8길 14	NULL	00000	44133	36.80242741	127.1075024	00000000	1	관리자	0000000097	0	OPEN	2026-05-31 10:28:27.404181	2026-05-31 10:28:27.404181
98	간이역구이	KOREAN	충청남도 천안시 서북구 백석로 198	NULL	00000	44133	36.81887657	127.131601	00000000	1	관리자	0000000098	0	OPEN	2026-05-31 10:28:27.442215	2026-05-31 10:28:27.442215
99	간판없는고깃집	KOREAN	충청남도 천안시 동남구 문암로 63	NULL	00000	44131	36.84062216	127.1802322	00000000	1	관리자	0000000099	0	OPEN	2026-05-31 10:28:27.484224	2026-05-31 10:28:27.484224
100	갈담	KOREAN	충청남도 천안시 서북구 불당30길 7-1	NULL	00000	44133	36.81051879	127.1031557	00000000	1	관리자	0000000100	0	OPEN	2026-05-31 10:28:27.522033	2026-05-31 10:28:27.522033
101	갈뫼정	KOREAN	충청남도 천안시 동남구 교천지산길 170-13	NULL	00000	44131	36.78341609	127.1969275	00000000	1	관리자	0000000101	0	OPEN	2026-05-31 10:28:27.574401	2026-05-31 10:28:27.574401
102	갈비가좋아 두정점	KOREAN	충청남도 천안시 서북구 두정로 146	NULL	00000	44133	36.83359898	127.1331043	00000000	1	관리자	0000000102	0	OPEN	2026-05-31 10:28:27.626010	2026-05-31 10:28:27.626010
103	갈비먹으면돼지	KOREAN	충청남도 천안시 동남구 각원사길 181	NULL	00000	44131	36.83354396	127.1897603	00000000	1	관리자	0000000103	0	OPEN	2026-05-31 10:28:27.671808	2026-05-31 10:28:27.671808
104	갈비살신	KOREAN	충청남도 천안시 동남구 수곡1길 12	NULL	00000	44131	36.78940239	127.1270656	00000000	1	관리자	0000000104	0	OPEN	2026-05-31 10:28:27.712878	2026-05-31 10:28:27.712878
105	갈비살의신 신방점	KOREAN	충청남도 천안시 동남구 수곡1길 8-5	NULL	00000	44131	36.78917543	127.1273317	00000000	1	관리자	0000000105	0	OPEN	2026-05-31 10:28:27.760089	2026-05-31 10:28:27.760089
106	갈비살의신	KOREAN	충청남도 천안시 동남구 수곡1길 7	NULL	00000	44131	36.78954168	127.1261481	00000000	1	관리자	0000000106	0	OPEN	2026-05-31 10:28:27.790974	2026-05-31 10:28:27.790974
107	갈비삼국지	KOREAN	충청남도 천안시 서북구 성정공원5로 30	NULL	00000	44133	36.82766014	127.1407828	00000000	1	관리자	0000000107	0	OPEN	2026-05-31 10:28:27.831672	2026-05-31 10:28:27.831672
108	갈비씨	KOREAN	충청남도 천안시 동남구 수곡2길 12	NULL	00000	44131	36.78920459	127.1282089	00000000	1	관리자	0000000108	0	OPEN	2026-05-31 10:28:27.875474	2026-05-31 10:28:27.875474
109	갈비와	KOREAN	충청남도 천안시 동남구 청수11로 13-21	NULL	00000	44131	36.78383601	127.1535117	00000000	1	관리자	0000000109	0	OPEN	2026-05-31 10:28:27.915708	2026-05-31 10:28:27.915708
110	갈비일번지 목천본점	KOREAN	충청남도 천안시 동남구 신계5길 8	NULL	00000	44131	36.77551996	127.2165079	00000000	1	관리자	0000000110	0	OPEN	2026-05-31 10:28:27.956433	2026-05-31 10:28:27.956433
111	갈비장인애	KOREAN	충청남도 천안시 서북구 성정중6길 4	NULL	00000	44133	36.82812527	127.1339739	00000000	1	관리자	0000000111	0	OPEN	2026-05-31 10:28:28.003016	2026-05-31 10:28:28.003016
112	갈비정원	KOREAN	충청남도 천안시 동남구 새말1길 51-6	NULL	00000	44131	36.7885486	127.1320126	00000000	1	관리자	0000000112	0	OPEN	2026-05-31 10:28:28.040264	2026-05-31 10:28:28.040264
113	갈비집 천안두정점	KOREAN	충청남도 천안시 서북구 원두정10길 7	NULL	00000	44133	36.83349789	127.1350266	00000000	1	관리자	0000000113	0	OPEN	2026-05-31 10:28:28.636935	2026-05-31 10:28:28.636935
114	갈비타령	KOREAN	충청남도 천안시 서북구 늘푸른3길 27	NULL	00000	44133	36.82641038	127.1300899	00000000	1	관리자	0000000114	0	OPEN	2026-05-31 10:28:28.686205	2026-05-31 10:28:28.686205
115	갈비퐁당	KOREAN	충청남도 천안시 서북구 성정14길 7	NULL	00000	44133	36.81776107	127.1370451	00000000	1	관리자	0000000115	0	OPEN	2026-05-31 10:28:28.745504	2026-05-31 10:28:28.745504
116	갈비회관 천안쌍용점	KOREAN	충청남도 천안시 서북구 쌍용7길 13	NULL	00000	44133	36.80159937	127.1200632	00000000	1	관리자	0000000116	0	OPEN	2026-05-31 10:28:28.793823	2026-05-31 10:28:28.793823
117	갈통삼	KOREAN	충청남도 천안시 서북구 성정1길 39	NULL	00000	44133	36.81730929	127.1359627	00000000	1	관리자	0000000117	0	OPEN	2026-05-31 10:28:28.840051	2026-05-31 10:28:28.840051
118	갈통삼 천안불당점	KOREAN	충청남도 천안시 서북구 불당13길 18	NULL	00000	44133	36.80530161	127.1152979	00000000	1	관리자	0000000118	0	OPEN	2026-05-31 10:28:28.882189	2026-05-31 10:28:28.882189
119	갈통삼 성정점	KOREAN	충청남도 천안시 서북구 서부14길 36	NULL	00000	44133	36.82141713	127.1403313	00000000	1	관리자	0000000119	0	OPEN	2026-05-31 10:28:28.930960	2026-05-31 10:28:28.930960
120	감고울한식뷔페	KOREAN	충청남도 천안시 서북구 연곡길 172-10	NULL	00000	44133	36.9273114	127.2096945	00000000	1	관리자	0000000120	0	OPEN	2026-05-31 10:28:28.979197	2026-05-31 10:28:28.979197
121	감나무골	KOREAN	충청남도 천안시 서북구 불당24로 45-7	NULL	00000	44133	36.82287876	127.1071414	00000000	1	관리자	0000000121	0	OPEN	2026-05-31 10:28:29.023095	2026-05-31 10:28:29.023095
122	감나무집	KOREAN	충청남도 천안시 동남구 통정12로 65	NULL	00000	44131	36.7766763	127.1348437	00000000	1	관리자	0000000122	0	OPEN	2026-05-31 10:28:29.060923	2026-05-31 10:28:29.060923
